Date,Open,High,Low,Close,Volume
2020-06-25,90.17,91.25,89.39,91.21,"137,52M"
2020-06-26,91.1,91.33,88.25,88.41,"205,26M"
2020-06-29,88.31,90.54,87.82,90.44,"130,65M"
2020-06-30,90.02,91.5,90,91.2,"140,22M"
2020-07-01,91.28,91.84,90.98,91.03,"110,74M"
2020-07-02,91.96,92.62,90.91,91.03,"114,04M"
2020-07-06,92.5,93.94,92.47,93.46,"118,66M"
2020-07-07,93.85,94.66,93.06,93.17,"112,42M"
2020-07-08,94.18,95.38,94.09,95.34,"117,09M"
2020-07-09,96.26,96.32,94.67,95.68,"125,64M"
2020-07-10,95.33,95.98,94.71,95.92,"90,26M"
2020-07-13,97.27,99.95,95.26,95.48,"191,65M"
2020-07-14,94.84,97.25,93.88,97.06,"170,99M"
2020-07-15,98.99,99.25,96.49,97.72,"153,20M"
2020-07-16,96.56,97.41,95.91,96.52,"110,58M"
2020-07-17,96.99,97.15,95.84,96.33,"92,19M"
2020-07-20,96.42,98.5,96.06,98.36,"90,32M"
2020-07-21,99.17,99.25,96.74,97,"103,65M"
2020-07-22,96.69,97.97,96.6,97.27,"89,00M"
2020-07-23,97,97.08,92.01,92.84,"197,00M"
2020-07-24,90.99,92.97,89.14,92.61,"185,44M"
2020-07-27,93.71,94.91,93.48,94.81,"121,21M"
2020-07-28,94.37,94.55,93.25,93.25,"103,63M"
2020-07-29,93.75,95.23,93.71,95.04,"90,33M"
2020-07-30,94.19,96.3,93.77,96.19,"158,13M"
2020-07-31,102.88,106.42,100.83,106.26,"374,30M"
2020-08-03,108.2,111.64,107.89,108.94,"308,15M"
2020-08-04,109.13,110.79,108.39,109.67,"172,79M"
2020-08-05,109.38,110.39,108.9,110.06,"121,99M"
2020-08-06,110.41,114.41,109.8,113.9,"202,43M"
2020-08-07,113.2,113.67,110.29,111.11,"198,05M"
2020-08-10,112.6,113.78,110,112.73,"212,40M"
2020-08-11,111.97,112.48,109.11,109.38,"187,90M"
2020-08-12,110.5,113.28,110.3,113.01,"165,94M"
2020-08-13,114.43,116.04,113.93,115.01,"210,08M"
2020-08-14,114.83,115,113.05,114.91,"165,57M"
2020-08-17,116.06,116.09,113.96,114.61,"119,56M"
2020-08-18,114.35,116,114.01,115.56,"105,63M"
2020-08-19,115.98,117.16,115.61,115.71,"145,54M"
2020-08-20,115.75,118.39,115.73,118.28,"126,91M"
2020-08-21,119.26,124.87,119.25,124.37,"338,05M"
2020-08-24,128.7,128.78,123.94,125.86,"345,94M"
2020-08-25,124.7,125.18,123.05,124.83,"211,50M"
2020-08-26,126.18,126.99,125.08,126.52,"163,02M"
2020-08-27,127.14,127.48,123.83,125.01,"155,55M"
2020-08-28,126.01,126.44,124.58,124.81,"187,63M"
2020-08-31,127.58,131,126,129.04,"225,70M"
2020-09-01,132.76,134.8,130.53,134.18,"152,47M"
2020-09-02,137.59,137.98,127,131.4,"200,12M"
2020-09-03,126.91,128.84,120.5,120.88,"257,60M"
2020-09-04,120.07,123.7,110.89,120.96,"332,61M"
2020-09-08,113.95,118.99,112.68,112.82,"231,37M"
2020-09-09,117.26,119.14,115.26,117.32,"176,94M"
2020-09-10,120.36,120.5,112.5,113.49,"182,27M"
2020-09-11,114.57,115.23,110,112,"180,86M"
2020-09-14,114.72,115.93,112.8,115.36,"140,15M"
2020-09-15,118.33,118.83,113.61,115.54,"184,64M"
2020-09-16,115.23,116,112.04,112.13,"155,03M"
2020-09-17,109.72,112.2,108.71,110.34,"178,01M"
2020-09-18,110.4,110.88,106.09,106.84,"287,10M"
2020-09-21,104.54,110.19,103.1,110.08,"195,71M"
2020-09-22,112.68,112.86,109.16,111.81,"183,06M"
2020-09-23,111.62,112.11,106.77,107.12,"150,72M"
2020-09-24,105.17,110.25,105,108.22,"167,74M"
2020-09-25,108.43,112.44,107.67,112.28,"149,98M"
2020-09-28,115.01,115.32,112.78,114.96,"137,67M"
2020-09-29,114.55,115.31,113.57,114.09,"100,06M"
2020-09-30,113.79,117.26,113.62,115.81,"142,68M"
2020-10-01,117.64,117.72,115.83,116.79,"116,12M"
2020-10-02,112.89,115.37,112.22,113.02,"144,71M"
2020-10-05,113.91,116.65,113.55,116.5,"106,24M"
2020-10-06,115.7,116.12,112.25,113.16,"161,50M"
2020-10-07,114.62,115.55,114.13,115.08,"96,85M"
2020-10-08,116.25,116.4,114.59,114.97,"83,48M"
2020-10-09,115.28,117,114.92,116.97,"100,51M"
2020-10-12,120.06,125.18,119.28,124.4,"240,23M"
2020-10-13,125.27,125.39,119.65,121.1,"262,33M"
2020-10-14,121,123.03,119.62,121.19,"151,06M"
2020-10-15,118.72,121.2,118.15,120.71,"112,56M"
2020-10-16,121.28,121.55,118.81,119.02,"115,39M"
2020-10-19,119.96,120.42,115.66,115.98,"120,64M"
2020-10-20,116.2,118.98,115.63,117.51,"124,42M"
2020-10-21,116.67,118.7,116.45,116.87,"89,95M"
2020-10-22,117.45,118.04,114.59,115.75,"101,99M"
2020-10-23,116.39,116.55,114.28,115.04,"82,57M"
2020-10-26,114.01,116.55,112.88,115.05,"111,85M"
2020-10-27,115.49,117.28,114.54,116.6,"92,28M"
2020-10-28,115.05,115.43,111.1,111.2,"143,94M"
2020-10-29,112.37,116.93,112.2,115.32,"146,13M"
2020-10-30,111.06,111.99,107.72,108.86,"190,57M"
2020-11-02,109.11,110.68,107.32,108.77,"122,87M"
2020-11-03,109.66,111.49,108.73,110.44,"107,62M"
2020-11-04,114.14,115.59,112.35,114.95,"138,24M"
2020-11-05,117.95,119.62,116.87,119.03,"126,39M"
2020-11-06,118.32,119.2,116.13,118.69,"114,46M"
2020-11-09,120.5,121.99,116.05,116.32,"154,52M"
2020-11-10,115.55,117.59,114.13,115.97,"138,02M"
2020-11-11,117.19,119.63,116.44,119.49,"112,29M"
2020-11-12,119.62,120.53,118.57,119.21,"103,35M"
2020-11-13,119.44,119.67,117.87,119.26,"81,69M"
2020-11-16,118.92,120.99,118.15,120.3,"91,18M"
2020-11-17,119.55,120.67,118.96,119.39,"74,27M"
2020-11-18,118.61,119.82,118,118.03,"76,32M"
2020-11-19,117.59,119.06,116.81,118.64,"74,11M"
2020-11-20,118.64,118.77,117.29,117.34,"73,60M"
2020-11-23,117.18,117.62,113.75,113.85,"127,96M"
2020-11-24,113.91,115.85,112.59,115.17,"113,87M"
2020-11-25,115.55,116.75,115.17,116.03,"76,50M"
2020-11-27,116.57,117.49,116.22,116.59,"46,69M"
2020-11-30,116.97,120.97,116.81,119.05,"169,41M"
2020-12-01,121.01,123.47,120.01,122.72,"128,17M"
2020-12-02,122.02,123.37,120.89,123.08,"89,00M"
2020-12-03,123.52,123.78,122.21,122.94,"78,97M"
2020-12-04,122.6,122.86,121.52,122.25,"78,26M"
2020-12-07,122.31,124.57,122.25,123.75,"86,71M"
2020-12-08,124.37,124.98,123.09,124.38,"82,23M"
2020-12-09,124.53,125.95,121,121.78,"115,09M"
2020-12-10,120.5,123.87,120.15,123.24,"81,31M"
2020-12-11,122.43,122.76,120.55,122.41,"86,94M"
2020-12-14,122.6,123.35,121.54,121.78,"79,08M"
2020-12-15,124.34,127.9,124.13,127.88,"157,57M"
2020-12-16,127.41,128.37,126.56,127.81,"98,21M"
2020-12-17,128.9,129.58,128.04,128.7,"94,36M"
2020-12-18,128.96,129.1,126.12,126.66,"192,54M"
2020-12-21,125.02,128.31,123.45,128.23,"121,25M"
2020-12-22,131.61,134.41,129.65,131.88,"169,35M"
2020-12-23,132.16,132.43,130.78,130.96,"88,22M"
2020-12-24,131.32,133.46,131.1,131.97,"54,93M"
2020-12-28,133.99,137.34,133.51,136.69,"124,49M"
2020-12-29,138.05,138.79,134.34,134.87,"121,05M"
2020-12-30,135.58,135.99,133.4,133.72,"96,45M"
2020-12-31,134.08,134.74,131.72,132.69,"99,12M"
2021-01-04,133.52,133.61,126.76,129.41,"143,30M"
2021-01-05,128.89,131.74,128.43,131.01,"97,66M"
2021-01-06,127.72,131.05,126.38,126.6,"155,09M"
2021-01-07,128.36,131.63,127.86,130.92,"109,58M"
2021-01-08,132.43,132.63,130.23,132.05,"105,16M"
2021-01-11,129.19,130.17,128.5,128.98,"100,62M"
2021-01-12,128.5,129.69,126.86,128.8,"91,95M"
2021-01-13,128.76,131.45,128.49,130.89,"88,64M"
2021-01-14,130.8,131,128.76,128.91,"90,22M"
2021-01-15,128.78,130.22,127,127.14,"111,60M"
2021-01-19,127.78,128.71,126.94,127.83,"90,76M"
2021-01-20,128.66,132.49,128.55,132.03,"104,32M"
2021-01-21,133.8,139.67,133.59,136.87,"120,53M"
2021-01-22,136.28,139.85,135.02,139.07,"114,46M"
2021-01-25,143.07,145.09,136.54,142.92,"157,61M"
2021-01-26,143.6,144.3,141.37,143.16,"98,39M"
2021-01-27,143.43,144.3,140.41,142.06,"140,84M"
2021-01-28,139.52,141.99,136.7,137.09,"142,62M"
2021-01-29,135.83,136.74,130.21,131.96,"177,52M"
2021-02-01,133.75,135.38,130.93,134.14,"106,24M"
2021-02-02,135.73,136.31,134.61,134.99,"83,31M"
2021-02-03,135.76,135.77,133.61,133.94,"89,88M"
2021-02-04,136.3,137.4,134.59,137.39,"84,18M"
2021-02-05,137.35,137.42,135.86,136.76,"75,69M"
2021-02-08,136.03,136.96,134.92,136.91,"71,30M"
2021-02-09,136.62,137.88,135.85,136.01,"76,77M"
2021-02-10,136.48,136.99,134.4,135.39,"73,05M"
2021-02-11,135.9,136.39,133.77,135.13,"64,28M"
2021-02-12,134.35,135.53,133.69,135.37,"60,15M"
2021-02-16,135.49,136.01,132.79,133.19,"80,58M"
2021-02-17,131.25,132.22,129.47,130.84,"98,09M"
2021-02-18,129.2,130,127.41,129.71,"96,86M"
2021-02-19,130.24,130.71,128.8,129.87,"87,67M"
2021-02-22,128.01,129.72,125.6,126,"103,92M"
2021-02-23,123.76,126.71,118.39,125.86,"158,27M"
2021-02-24,124.94,125.56,122.23,125.35,"111,04M"
2021-02-25,124.68,126.46,120.54,120.99,"148,20M"
2021-02-26,122.59,124.85,121.2,121.26,"164,56M"
2021-03-01,123.75,127.93,122.79,127.79,"116,31M"
2021-03-02,128.41,128.72,125.01,125.12,"102,26M"
2021-03-03,124.81,125.71,121.84,122.06,"112,97M"
2021-03-04,121.75,123.6,118.62,120.13,"178,15M"
2021-03-05,120.98,121.94,117.57,121.42,"153,77M"
2021-03-08,120.93,121,116.21,116.36,"154,38M"
2021-03-09,119.03,122.06,118.79,121.08,"129,53M"
2021-03-10,121.69,122.17,119.45,119.98,"111,94M"
2021-03-11,122.54,123.21,121.26,121.96,"103,03M"
2021-03-12,120.4,121.17,119.16,121.03,"88,11M"
2021-03-15,121.41,124,120.42,123.99,"92,59M"
2021-03-16,125.7,127.22,124.72,125.57,"115,23M"
2021-03-17,124.05,125.86,122.34,124.76,"111,93M"
2021-03-18,122.88,123.18,120.32,120.53,"121,47M"
2021-03-19,119.9,121.43,119.67,119.99,"185,55M"
2021-03-22,120.33,123.87,120.26,123.39,"111,91M"
2021-03-23,123.33,124.24,122.14,122.54,"95,47M"
2021-03-24,122.82,122.9,120.06,120.09,"88,53M"
2021-03-25,119.54,121.66,119,120.59,"98,84M"
2021-03-26,120.35,121.48,118.92,121.21,"94,07M"
2021-03-29,121.65,122.58,120.73,121.39,"80,82M"
2021-03-30,120.11,120.4,118.86,119.9,"85,67M"
2021-03-31,121.65,123.52,121.15,122.15,"118,32M"
2021-04-01,123.66,124.18,122.49,123,"75,09M"
2021-04-05,123.87,126.16,123.07,125.9,"88,65M"
2021-04-06,126.5,127.13,125.65,126.21,"80,17M"
2021-04-07,125.83,127.92,125.14,127.9,"83,47M"
2021-04-08,128.95,130.39,128.52,130.36,"88,84M"
2021-04-09,129.8,133.04,129.47,133,"106,69M"
2021-04-12,132.52,132.85,130.63,131.24,"91,42M"
2021-04-13,132.44,134.66,131.93,134.43,"91,27M"
2021-04-14,134.94,135,131.66,132.03,"87,22M"
2021-04-15,133.82,135,133.64,134.5,"89,35M"
2021-04-16,134.3,134.67,133.28,134.16,"84,92M"
2021-04-19,133.51,135.47,133.34,134.84,"94,26M"
2021-04-20,135.02,135.53,131.81,133.11,"94,81M"
2021-04-21,132.36,133.75,131.3,133.5,"68,85M"
2021-04-22,133.04,134.15,131.41,131.94,"84,57M"
2021-04-23,132.16,135.12,132.16,134.32,"78,76M"
2021-04-26,134.83,135.06,133.56,134.72,"66,91M"
2021-04-27,135.01,135.41,134.11,134.39,"66,02M"
2021-04-28,134.31,135.02,133.08,133.58,"107,76M"
2021-04-29,136.47,137.07,132.45,133.48,"151,10M"
2021-04-30,131.78,133.56,131.06,131.46,"109,84M"
2021-05-03,132.04,134.07,131.83,132.54,"75,14M"
2021-05-04,131.19,131.49,126.7,127.85,"137,56M"
2021-05-05,129.2,130.45,127.97,128.1,"84,00M"
2021-05-06,127.89,129.75,127.13,129.74,"78,13M"
2021-05-07,130.85,131.26,129.47,130.21,"78,97M"
2021-05-10,129.41,129.54,126.81,126.85,"88,07M"
2021-05-11,123.5,126.27,122.77,125.91,"126,14M"
2021-05-12,123.4,124.64,122.25,122.77,"112,17M"
2021-05-13,124.58,126.15,124.26,124.97,"105,86M"
2021-05-14,126.25,127.89,125.85,127.45,"81,92M"
2021-05-17,126.82,126.93,125.17,126.27,"74,24M"
2021-05-18,126.56,126.99,124.78,124.85,"63,34M"
2021-05-19,123.16,124.92,122.86,124.69,"92,61M"
2021-05-20,125.23,127.72,125.1,127.31,"76,86M"
2021-05-21,127.82,128,125.21,125.43,"79,30M"
2021-05-24,126.01,127.94,125.94,127.1,"63,09M"
2021-05-25,127.82,128.32,126.32,126.9,"72,01M"
2021-05-26,126.95,127.39,126.42,126.85,"56,58M"
2021-05-27,126.44,127.64,125.08,125.28,"94,63M"
2021-05-28,125.57,125.8,124.55,124.61,"71,31M"
2021-06-01,125.08,125.35,123.94,124.28,"67,64M"
2021-06-02,124.28,125.24,124.05,125.06,"59,28M"
2021-06-03,124.68,124.85,123.13,123.54,"76,23M"
2021-06-04,124.07,126.16,123.85,125.89,"75,17M"
2021-06-07,126.17,126.32,124.83,125.9,"71,06M"
2021-06-08,126.6,128.46,126.21,126.74,"74,40M"
2021-06-09,127.21,127.75,126.52,127.13,"56,88M"
2021-06-10,127.02,128.19,125.94,126.11,"71,19M"
2021-06-11,126.53,127.44,126.1,127.35,"53,52M"
2021-06-14,127.82,130.54,127.07,130.48,"96,91M"
2021-06-15,129.94,130.6,129.39,129.64,"62,75M"
2021-06-16,130.37,130.89,128.46,130.15,"91,82M"
2021-06-17,129.8,132.55,129.65,131.79,"96,72M"
2021-06-18,130.71,131.51,130.24,130.46,"108,95M"
2021-06-21,130.3,132.41,129.21,132.3,"79,66M"
2021-06-22,132.13,134.08,131.62,133.98,"74,78M"
2021-06-23,133.77,134.32,133.23,133.7,"60,21M"
2021-06-24,134.45,134.64,132.93,133.41,"68,71M"
2021-06-25,133.46,133.89,132.81,133.11,"70,78M"
2021-06-28,133.41,135.25,133.35,134.78,"62,11M"
2021-06-29,134.8,136.49,134.35,136.33,"64,56M"
2021-06-30,136.17,137.41,135.87,136.96,"63,26M"
2021-07-01,136.6,137.33,135.76,137.27,"52,49M"
2021-07-02,137.9,140,137.75,139.96,"78,95M"
2021-07-06,140.07,143.15,140.07,142.02,"108,18M"
2021-07-07,143.53,144.89,142.66,144.57,"104,91M"
2021-07-08,141.58,144.06,140.66,143.24,"105,58M"
2021-07-09,142.75,145.65,142.65,145.11,"99,89M"
2021-07-12,146.21,146.32,144,144.5,"76,30M"
2021-07-13,144.03,147.46,143.63,145.64,"100,83M"
2021-07-14,148.1,149.57,147.68,149.15,"127,05M"
2021-07-15,149.24,150,147.09,148.48,"106,82M"
2021-07-16,148.46,149.76,145.88,146.39,"93,25M"
2021-07-19,143.75,144.07,141.67,142.45,"121,43M"
2021-07-20,143.46,147.1,142.96,146.15,"96,35M"
2021-07-21,145.53,146.13,144.63,145.4,"74,99M"
2021-07-22,145.94,148.19,145.81,146.8,"77,34M"
2021-07-23,147.55,148.72,146.92,148.56,"71,45M"
2021-07-26,148.27,149.83,147.7,148.99,"72,43M"
2021-07-27,149.12,149.21,145.55,146.77,"104,82M"
2021-07-28,144.81,146.97,142.54,144.98,"118,93M"
2021-07-29,144.69,146.55,144.58,145.64,"56,70M"
2021-07-30,144.38,146.33,144.11,145.86,"70,44M"
2021-08-02,146.36,146.95,145.25,145.52,"62,88M"
2021-08-03,145.81,148.04,145.18,147.36,"64,79M"
2021-08-04,147.27,147.79,146.28,146.95,"56,37M"
2021-08-05,146.98,147.84,146.17,147.06,"46,40M"
2021-08-06,146.35,147.11,145.63,146.14,"54,13M"
2021-08-09,146.2,146.7,145.52,146.09,"48,91M"
2021-08-10,146.44,147.71,145.3,145.6,"69,02M"
2021-08-11,146.05,146.72,145.53,145.86,"48,49M"
2021-08-12,146.19,149.05,145.84,148.89,"73,78M"
2021-08-13,148.97,149.44,148.27,149.1,"59,38M"
2021-08-16,148.53,151.19,146.47,151.12,"103,56M"
2021-08-17,150.23,151.68,149.09,150.19,"92,23M"
2021-08-18,149.8,150.72,146.15,146.36,"86,33M"
2021-08-19,145.03,148,144.5,146.7,"86,96M"
2021-08-20,147.44,148.5,146.78,148.19,"60,55M"
2021-08-23,148.31,150.19,147.89,149.71,"60,13M"
2021-08-24,149.45,150.86,149.15,149.62,"48,61M"
2021-08-25,149.81,150.32,147.8,148.36,"58,99M"
2021-08-26,148.35,149.12,147.51,147.54,"48,60M"
2021-08-27,147.48,148.75,146.83,148.6,"55,80M"
2021-08-30,149,153.49,148.61,153.12,"90,96M"
2021-08-31,152.66,152.8,151.29,151.83,"86,45M"
2021-09-01,152.83,154.98,152.34,152.51,"80,31M"
2021-09-02,153.87,154.72,152.4,153.65,"71,17M"
2021-09-03,153.76,154.63,153.09,154.3,"57,87M"
2021-09-07,154.97,157.26,154.39,156.69,"82,28M"
2021-09-08,156.98,157.04,153.97,155.11,"74,42M"
2021-09-09,155.49,156.11,153.95,154.07,"57,31M"
2021-09-10,155,155.48,148.7,148.97,"140,89M"
2021-09-13,150.63,151.42,148.75,149.55,"102,40M"
2021-09-14,150.35,151.07,146.91,148.12,"109,30M"
2021-09-15,148.56,149.44,146.37,149.03,"83,28M"
2021-09-16,148.44,148.97,147.22,148.79,"68,03M"
2021-09-17,148.82,148.82,145.76,146.06,"129,87M"
2021-09-20,143.8,144.84,141.27,142.94,"123,48M"
2021-09-21,143.93,144.6,142.78,143.43,"75,83M"
2021-09-22,144.45,146.43,143.7,145.85,"76,40M"
2021-09-23,146.65,147.08,145.64,146.83,"64,84M"
2021-09-24,145.66,147.47,145.56,146.92,"53,48M"
2021-09-27,145.47,145.96,143.82,145.37,"74,15M"
2021-09-28,143.25,144.75,141.69,141.91,"108,97M"
2021-09-29,142.47,144.45,142.03,142.83,"74,60M"
2021-09-30,143.66,144.38,141.28,141.5,"89,06M"
2021-10-01,141.9,142.92,139.11,142.65,"94,64M"
2021-10-04,141.76,142.21,138.27,139.14,"98,32M"
2021-10-05,139.49,142.24,139.36,141.11,"80,86M"
2021-10-06,139.47,142.15,138.37,142,"83,22M"
2021-10-07,143.06,144.22,142.72,143.29,"61,73M"
2021-10-08,144.03,144.18,142.56,142.9,"58,77M"
2021-10-11,142.27,144.81,141.81,142.81,"64,45M"
2021-10-12,143.23,143.25,141.04,141.51,"73,04M"
2021-10-13,141.24,141.4,139.2,140.91,"78,76M"
2021-10-14,142.11,143.88,141.51,143.76,"69,91M"
2021-10-15,143.77,144.9,143.51,144.84,"67,94M"
2021-10-18,143.44,146.84,143.16,146.55,"85,59M"
2021-10-19,147.01,149.17,146.55,148.76,"76,38M"
2021-10-20,148.7,149.75,148.12,149.26,"58,42M"
2021-10-21,148.81,149.64,147.87,149.48,"61,42M"
2021-10-22,149.69,150.18,148.64,148.69,"58,88M"
2021-10-25,148.68,149.37,147.62,148.64,"50,72M"
2021-10-26,149.33,150.84,149.01,149.32,"60,89M"
2021-10-27,149.36,149.73,148.49,148.85,"56,09M"
2021-10-28,149.82,153.16,149.72,152.57,"100,08M"
2021-10-29,147.22,149.94,146.41,149.8,"124,95M"
2021-11-01,148.99,149.7,147.8,148.96,"74,59M"
2021-11-02,148.66,151.57,148.65,150.02,"69,12M"
2021-11-03,150.39,151.97,149.82,151.49,"54,51M"
2021-11-04,151.58,152.43,150.64,150.96,"60,39M"
2021-11-05,151.89,152.2,150.06,151.28,"65,46M"
2021-11-08,151.41,151.57,150.16,150.44,"55,02M"
2021-11-09,150.2,151.43,150.06,150.81,"56,79M"
2021-11-10,150.02,150.13,147.85,147.92,"65,19M"
2021-11-11,148.96,149.43,147.68,147.87,"41,00M"
2021-11-12,148.43,150.4,147.48,149.99,"63,80M"
2021-11-15,150.37,151.88,149.43,150,"59,22M"
2021-11-16,149.94,151.49,149.34,151,"59,26M"
2021-11-17,151,155,150.99,153.49,"88,81M"
2021-11-18,153.71,158.67,153.05,157.87,"137,83M"
2021-11-19,157.65,161.02,156.53,160.55,"117,31M"
2021-11-22,161.68,165.7,161,161.02,"117,47M"
2021-11-23,161.12,161.8,159.06,161.41,"96,04M"
2021-11-24,160.75,162.14,159.64,161.94,"69,46M"
2021-11-26,159.56,160.45,156.36,156.81,"76,96M"
2021-11-29,159.37,161.19,158.79,160.24,"88,75M"
2021-11-30,159.99,165.52,159.92,165.3,"174,05M"
2021-12-01,167.48,170.3,164.53,164.77,"152,42M"
2021-12-02,158.74,164.2,157.8,163.76,"136,74M"
2021-12-03,164.02,164.96,159.72,161.84,"118,02M"
2021-12-06,164.29,167.88,164.28,165.32,"107,50M"
2021-12-07,169.08,171.58,168.34,171.18,"120,41M"
2021-12-08,172.12,175.96,170.7,175.08,"117,00M"
2021-12-09,174.91,176.75,173.92,174.56,"108,92M"
2021-12-10,175.21,179.63,174.69,179.45,"115,40M"
2021-12-13,181.12,182.13,175.53,175.74,"153,24M"
2021-12-14,175.25,177.74,172.21,174.33,"139,38M"
2021-12-15,175.11,179.5,172.31,179.3,"131,06M"
2021-12-16,179.28,181.14,170.75,172.26,"150,19M"
2021-12-17,169.93,173.47,169.69,171.14,"195,92M"
2021-12-20,168.28,170.58,167.46,169.75,"107,50M"
2021-12-21,171.56,173.2,169.12,172.99,"91,19M"
2021-12-22,173.04,175.86,172.15,175.64,"92,14M"
2021-12-23,175.85,176.85,175.27,176.28,"68,36M"
2021-12-27,177.09,180.42,177.07,180.33,"74,92M"
2021-12-28,180.16,181.33,178.53,179.29,"79,14M"
2021-12-29,179.33,180.63,178.14,179.38,"62,35M"
2021-12-30,179.47,180.57,178.09,178.2,"59,77M"
2021-12-31,178.09,179.23,177.26,177.57,"64,06M"
2022-01-03,177.83,182.88,177.71,182.01,"104,70M"
2022-01-04,182.63,182.94,179.12,179.7,"99,31M"
2022-01-05,179.61,180.17,174.64,174.92,"94,54M"
2022-01-06,172.7,175.3,171.64,172,"96,90M"
2022-01-07,172.89,174.14,171.03,172.17,"86,71M"
2022-01-10,169.08,172.5,168.17,172.19,"106,77M"
2022-01-11,172.32,175.18,170.82,175.08,"76,14M"
2022-01-12,176.12,177.18,174.82,175.53,"74,81M"
2022-01-13,175.78,176.62,171.79,172.19,"84,51M"
2022-01-14,171.34,173.78,171.09,173.07,"80,44M"
2022-01-18,171.51,172.54,169.41,169.8,"91,17M"
2022-01-19,170,171.08,165.94,166.23,"94,81M"
2022-01-20,166.98,169.68,164.18,164.51,"91,42M"
2022-01-21,164.41,166.33,162.3,162.41,"122,85M"
2022-01-24,160.02,162.3,154.7,161.62,"162,71M"
2022-01-25,158.98,162.76,157.02,159.78,"115,80M"
2022-01-26,163.5,164.39,157.82,159.69,"108,28M"
2022-01-27,162.45,163.84,158.28,159.22,"121,95M"
2022-01-28,165.71,170.35,162.8,170.33,"179,94M"
2022-01-31,170.16,175,169.51,174.78,"115,54M"
2022-02-01,174.01,174.84,172.31,174.61,"86,21M"
2022-02-02,174.75,175.88,173.33,175.84,"84,91M"
2022-02-03,174.48,176.24,172.12,172.9,"89,42M"
2022-02-04,171.68,174.1,170.68,172.39,"82,47M"
2022-02-07,172.86,173.95,170.95,171.66,"77,25M"
2022-02-08,171.73,175.35,171.43,174.83,"74,83M"
2022-02-09,176.05,176.65,174.9,176.28,"71,29M"
2022-02-10,174.14,175.48,171.55,172.12,"90,87M"
2022-02-11,172.33,173.08,168.04,168.64,"98,67M"
2022-02-14,167.37,169.58,166.56,168.88,"86,19M"
2022-02-15,170.97,172.95,170.25,172.79,"64,29M"
2022-02-16,171.85,173.34,170.05,172.55,"61,18M"
2022-02-17,171.03,171.91,168.47,168.88,"69,59M"
2022-02-18,169.82,170.54,166.19,167.3,"82,77M"
2022-02-22,164.98,166.69,162.15,164.32,"91,16M"
2022-02-23,165.54,166.15,159.75,160.07,"90,01M"
2022-02-24,152.58,162.85,152,162.74,"141,15M"
2022-02-25,163.84,165.12,160.87,164.85,"91,97M"
2022-02-28,163.06,165.42,162.43,165.12,"95,06M"
2022-03-01,164.69,166.6,161.97,163.2,"83,47M"
2022-03-02,164.39,167.36,162.95,166.56,"79,72M"
2022-03-03,168.47,168.91,165.55,166.23,"76,68M"
2022-03-04,164.49,165.55,162.1,163.17,"83,82M"
2022-03-07,163.36,165.02,159.04,159.3,"96,42M"
2022-03-08,158.82,162.88,155.8,157.44,"131,15M"
2022-03-09,161.47,163.41,159.41,162.95,"91,45M"
2022-03-10,160.2,160.39,155.98,158.52,"105,34M"
2022-03-11,158.93,159.28,154.5,154.73,"96,97M"
2022-03-14,151.45,154.12,150.1,150.62,"108,73M"
2022-03-15,150.9,155.57,150.38,155.09,"92,96M"
2022-03-16,157.05,160,154.46,159.59,"102,30M"
2022-03-17,158.61,161,157.63,160.62,"75,62M"
2022-03-18,160.51,164.48,159.76,163.98,"123,51M"
2022-03-21,163.51,166.35,163.01,165.38,"95,81M"
2022-03-22,165.51,169.42,164.91,168.82,"81,53M"
2022-03-23,167.99,172.64,167.65,170.21,"98,06M"
2022-03-24,171.06,174.14,170.21,174.07,"90,13M"
2022-03-25,173.88,175.28,172.75,174.72,"80,55M"
2022-03-28,172.17,175.73,172,175.6,"90,37M"
2022-03-29,176.69,179.01,176.34,178.96,"100,59M"
2022-03-30,178.55,179.61,176.7,177.77,"92,63M"
2022-03-31,177.84,178.03,174.4,174.61,"103,05M"
2022-04-01,174.03,174.88,171.94,174.31,"78,75M"
2022-04-04,174.57,178.49,174.44,178.44,"76,55M"
2022-04-05,177.5,178.3,174.41,175.06,"73,40M"
2022-04-06,172.36,173.63,170.13,171.83,"89,06M"
2022-04-07,171.16,173.36,169.85,172.14,"77,59M"
2022-04-08,171.78,171.78,169.2,170.09,"76,58M"
2022-04-11,168.71,169.03,165.5,165.75,"72,25M"
2022-04-12,168.02,169.87,166.64,167.66,"79,27M"
2022-04-13,167.39,171.04,166.77,170.4,"70,62M"
2022-04-14,170.62,171.27,165.04,165.29,"75,33M"
2022-04-18,163.92,166.6,163.57,165.07,"69,02M"
2022-04-19,165.02,167.82,163.91,167.4,"67,72M"
2022-04-20,168.76,168.88,166.1,167.23,"67,93M"
2022-04-21,168.91,171.53,165.91,166.42,"87,23M"
2022-04-22,166.46,167.87,161.5,161.79,"84,88M"
2022-04-25,161.12,163.17,158.46,162.88,"96,05M"
2022-04-26,162.25,162.34,156.72,156.8,"95,62M"
2022-04-27,155.91,159.79,155.38,156.57,"88,06M"
2022-04-28,159.25,164.51,158.93,163.64,"130,22M"
2022-04-29,161.84,166.2,157.25,157.65,"131,75M"
2022-05-02,156.71,158.23,153.27,157.96,"123,06M"
2022-05-03,158.15,160.71,156.32,159.48,"88,97M"
2022-05-04,159.67,166.48,159.26,166.02,"108,26M"
